Date,Last Name,First Name,Vehicle Make,Vehicle Model,Status,Total Appointments,Total Missed Appointments
2019-11-05,Freeman,James,Honda,Odyssey,Attended,,
2019-11-05,Lane,Jackson,Hyundai,Palisade,Attended,,
2019-11-06,Roberts,Evelyn,Honda,Accord,Attended,,
2019-11-06,Jackson,Michael,Nissan,Rogue,Missed,,
2019-11-07,Simmons,Aubrey,Honda,Civic,Attended,,
2019-11-07,Murray,Mia,Honda,Pilot,Attended,,
2019-11-07,Hall,Harper,Honda,Odyssey,Attended,,
2019-11-07,Scott,Aubrey,Subaru,Impreza,Attended,,
2019-11-07,Harris,Natalie,Toyota,Highlander,Attended,,
2019-11-07,Rogers,Scarlett,Honda,Accord,Attended,,
2019-11-08,Jenkins,William,BMW,5 Series,Missed,,
2019-11-08,Carpenter,Victoria,Chevrolet,Cruze,Attended,,
2019-11-08,Powell,Emma,Volkswagen,Passat,Missed,,
2019-11-08,Gibson,Matthew,Jeep,Renegade,Attended,,
2019-11-11,Turner,Scarlett,Mazda,CX-3,Attended,,
2019-11-11,Kelly,Amelia,Hyundai,Kona,Attended,,
2019-11-11,Wells,Nathan,Honda,CR-V,Missed,,
2019-11-11,Henry,Gabriel,Mercedes-Benz,S-Class,Attended,,
2019-11-11,Rivera,Elizabeth,Kia,Sportage,Attended,,
2019-11-11,Coleman,Logan,Dodge,Avenger,Attended,,
2019-11-11,Woods,William,Kia,Telluride,Attended,,
2019-11-11,Owens,Evelyn,Nissan,Pathfinder,Missed,,
2019-11-12,Jenkins,Hannah,Ford,Escape,Attended,,
2019-11-12,Mills,Nicholas,Mazda,CX-9,Attended,,
2019-11-12,Cooper,Elizabeth,BMW,7 Series,Missed,,
2019-11-12,Hall,Evelyn,Chevrolet,Silverado,Missed,,
2019-11-12,Kelly,Dylan,BMW,X3,Attended,,
2019-11-12,Rivera,Joseph,Subaru,BRZ,Missed,,
2019-11-12,Lawrence,Scarlett,Jeep,Wrangler,Missed,,
2019-11-13,Smith,Christopher,Chevrolet,Tahoe,Attended,,
2019-11-13,Freeman,James,Audi,Q5,Attended,,
2019-11-13,Martin,Elizabeth,Volkswagen,Jetta,Attended,,
2019-11-13,Miller,Olivia,Hyundai,Kona,Attended,,
2019-11-13,Palmer,Mia,Mazda,CX-9,Missed,,
2019-11-13,Rose,Christopher,Mercedes-Benz,C-Class,Missed,,
2019-11-13,Olson,Andrew,Dodge,Challenger,Attended,,
2019-11-13,Knight,Nathan,Audi,Q5,Attended,,
2019-11-13,Richardson,Amelia,Honda,Accord,Attended,,
2019-11-14,Stone,Benjamin,Mazda,Mazda3,Attended,,
2019-11-15,James,Dylan,Ford,Escape,Missed,,
2019-11-15,Bradley,Ryan,Chevrolet,Impala,Attended,,
2019-11-15,Reynolds,Andrew,BMW,4 Series,Attended,,
2019-11-15,Graham,James,Subaru,Impreza,Missed,,
2019-11-15,Watson,Aiden,Mazda,CX-3,Attended,,
2019-11-15,Greene,Chloe,Ford,Edge,Attended,,
2019-11-18,Carter,Ella,Mazda,CX-9,Attended,,
2019-11-18,West,Lillian,Subaru,Crosstrek,Attended,,
2019-11-18,Moore,Caleb,Subaru,Forester,Attended,,
2019-11-18,Tucker,Aubrey,Chevrolet,Silverado,Missed,,
2019-11-18,Griffin,Gabriel,Jeep,Wrangler,Attended,,
2019-11-18,Bradley,Lucas,Honda,Odyssey,Attended,,
2019-11-19,Turner,Jonathan,Chevrolet,Equinox,Missed,,
2019-11-19,Nelson,Adam,Nissan,Altima,Missed,,
2019-11-19,Ray,David,Hyundai,Tucson,Attended,,
2019-11-19,Johnson,Avery,Chevrolet,Equinox,Attended,,
2019-11-19,Berry,Ella,Toyota,Corolla,Missed,,
2019-11-19,West,William,Hyundai,Elantra,Missed,,
2019-11-19,Warren,Sofia,Nissan,Altima,Attended,,
2019-11-20,Cox,Joseph,Jeep,Grand Cherokee,Attended,,
2019-11-20,Willis,Emily,Mazda,Mazda3,Missed,,
2019-11-20,Lane,Lillian,Audi,A3,Attended,,
2019-11-20,Simmons,Joshua,Mazda,MX-5 Miata,Missed,,
2019-11-20,Morris,Dylan,Mercedes-Benz,GLC,Attended,,
2019-11-21,Lawrence,Avery,BMW,5 Series,Missed,,
2019-11-21,Washington,Sophia,Nissan,Altima,Missed,,
2019-11-21,Hughes,Joseph,Volkswagen,Beetle,Missed,,
2019-11-21,Fisher,Victoria,Chevrolet,Impala,Missed,,
2019-11-21,Kennedy,Samuel,Mercedes-Benz,GLA,Missed,,
2019-11-21,Scott,Lucas,Dodge,Avenger,Missed,,
2019-11-22,Allen,Zoe,BMW,4 Series,Missed,,
2019-11-25,Hart,Avery,BMW,4 Series,Missed,,
2019-11-25,Ward,Emma,Ford,Escape,Attended,,
2019-11-25,Stephens,Michael,Volkswagen,Beetle,Missed,,
2019-11-25,Shaw,Avery,BMW,X5,Missed,,
2019-11-25,Rodriguez,Joshua,Mazda,Mazda3,Missed,,
2019-11-25,Gordon,Nicholas,Nissan,Altima,Missed,,
2019-11-26,Griffin,Avery,Mercedes-Benz,S-Class,Missed,,
2019-11-26,Torres,Abigail,Ford,Explorer,Attended,,
2019-11-26,Harrison,Evelyn,Nissan,Pathfinder,Missed,,
2019-11-27,Rodriguez,James,Audi,A3,Attended,,
2019-11-29,Stevens,Lucas,Dodge,Challenger,Attended,,
2019-11-29,Peterson,Dylan,BMW,5 Series,Attended,,
2019-11-29,Hamilton,Amelia,Nissan,Altima,Attended,,
2019-11-29,McDonald,Anthony,Mazda,CX-9,Attended,,
2019-11-29,Warren,Charlotte,Mercedes-Benz,C-Class,Missed,,
2019-12-02,Thompson,Evelyn,Nissan,Pathfinder,Attended,,
2019-12-02,Hill,Natalie,Toyota,Sienna,Missed,,
2019-12-02,Gomez,Nathan,Honda,Civic,Missed,,
2019-12-02,Lopez,Michael,Hyundai,Palisade,Attended,,
2019-12-02,Adams,Grace,Honda,Civic,Missed,,
2019-12-02,Ross,Sarah,Jeep,Cherokee,Attended,,
2019-12-02,Watson,Christopher,Mercedes-Benz,S-Class,Attended,,
2019-12-02,Campbell,Aubrey,Ford,Explorer,Attended,,
2019-12-03,Reynolds,James,Jeep,Cherokee,Missed,,
2019-12-03,Greene,David,Mazda,CX-3,Attended,,
2019-12-03,Martin,Benjamin,Jeep,Gladiator,Attended,,
2019-12-03,Hill,Matthew,Nissan,Murano,Attended,,
2019-12-03,Wilson,Jane,Mazda,CX-9,Attended,,
2019-12-04,Adams,Elizabeth,BMW,3 Series,Missed,,
2019-12-04,Reyes,Zoe,Toyota,Tacoma,Missed,,
2019-12-04,Harris,Joseph,Honda,Accord,Missed,,
2019-12-04,Graham,Harper,Chevrolet,Impala,Missed,,
2019-12-04,Green,Sofia,Nissan,Pathfinder,Missed,,
2019-12-04,Evans,Nicholas,Kia,Optima,Attended,,
2019-12-04,Carpenter,Michael,Ford,Edge,Missed,,
2019-12-05,Williams,Benjamin,Audi,A4,Missed,,
2019-12-05,Harper,David,Toyota,Corolla,Missed,,
2019-12-05,Harper,Jonathan,Chevrolet,Impala,Missed,,
2019-12-05,Arnold,Olivia,Honda,Fit,Missed,,
2019-12-05,Stone,Scarlett,Volkswagen,Tiguan,Missed,,
2019-12-06,Stephens,Emily,Honda,CR-V,Missed,,
2019-12-06,Owens,Chloe,Dodge,Challenger,Missed,,
2019-12-06,Sanders,Logan,Jeep,Compass,Missed,,
2019-12-06,Hart,Nathan,Audi,Q5,Attended,,
2019-12-06,Hart,Aria,Kia,Soul,Missed,,
2019-12-06,Perkins,Sofia,Mazda,CX-9,Missed,,
2019-12-09,Reyes,Adam,Honda,Odyssey,Attended,,
2019-12-09,Peterson,Chloe,Honda,CR-V,Missed,,
2019-12-09,Morales,Avery,Jeep,Grand Cherokee,Attended,,
2019-12-09,Warren,Lillian,Mercedes-Benz,GLC,Missed,,
2019-12-09,Hernandez,Emma,Mercedes-Benz,GLE,Attended,,
2019-12-09,Fox,Amelia,Dodge,Journey,Missed,,
2019-12-09,Webb,Nicholas,Toyota,Corolla,Missed,,
2019-12-10,Baker,Ryan,Jeep,Gladiator,Attended,,
2019-12-10,Fox,Hannah,Dodge,Challenger,Missed,,
2019-12-10,Hamilton,Emily,Hyundai,Santa Fe,Attended,,
2019-12-10,Washington,Elizabeth,Volkswagen,Passat,Missed,,
2019-12-10,Robertson,Matthew,Chevrolet,Tahoe,Missed,,
2019-12-11,Rice,Amelia,Honda,Civic,Attended,,
2019-12-11,Jones,Lillian,Volkswagen,Golf,Attended,,
2019-12-11,Bradley,Zoe,Nissan,Pathfinder,Attended,,
2019-12-12,Hall,Aubrey,Subaru,BRZ,Missed,,
2019-12-12,Ellis,Benjamin,Audi,A4,Missed,,
2019-12-12,Hart,William,BMW,X3,Missed,,
2019-12-12,Cole,Andrew,Audi,Q5,Attended,,
2019-12-12,Bryant,Grace,Volkswagen,Jetta,Missed,,
2019-12-12,Rice,Elijah,Honda,Pilot,Missed,,
2019-12-13,Ellis,Evelyn,Jeep,Grand Cherokee,Missed,,
2019-12-13,Simpson,Jane,Subaru,Outback,Missed,,
2019-12-13,Williams,Lillian,Chevrolet,Equinox,Missed,,
2019-12-16,Crawford,Sarah,BMW,3 Series,Attended,,
2019-12-16,Gomez,James,Toyota,Camry,Attended,,
2019-12-16,Gonzalez,Jackson,Subaru,Crosstrek,Attended,,
2019-12-16,Wright,Grace,Dodge,Grand Caravan,Missed,,
2019-12-16,Stone,Charlotte,Dodge,Charger,Missed,,
2019-12-17,Moore,Matthew,Hyundai,Elantra,Missed,,
2019-12-17,Garcia,Harper,Nissan,Altima,Missed,,
2019-12-17,Ruiz,John,BMW,7 Series,Attended,,
2019-12-17,Lopez,Amelia,Mazda,CX-3,Missed,,
2019-12-17,Barnes,Emma,Jeep,Grand Cherokee,Attended,,
2019-12-17,Olson,Andrew,Kia,Soul,Attended,,
2019-12-17,Hill,Sofia,Dodge,Durango,Missed,,
2019-12-18,Riley,Lucas,Kia,Forte,Missed,,
2019-12-18,Evans,Elizabeth,Honda,Pilot,Attended,,
2019-12-18,Scott,Elijah,Ford,Escape,Missed,,
2019-12-18,Cox,Jackson,Ford,Edge,Missed,,
2019-12-19,Dunn,Natalie,Ford,F-150,Missed,,
2019-12-19,Richardson,Sofia,Chevrolet,Cruze,Attended,,
2019-12-20,Edwards,Sophia,Audi,Q5,Attended,,
2019-12-20,Russell,Avery,Ford,Edge,Missed,,
2019-12-20,Rogers,Dylan,Chevrolet,Malibu,Attended,,
2019-12-20,Porter,Aiden,Nissan,Pathfinder,Missed,,
2019-12-20,Olson,Hannah,Hyundai,Santa Fe,Missed,,
2019-12-20,Harris,Nathan,Toyota,Tacoma,Attended,,
2019-12-20,Sullivan,Victoria,Ford,Edge,Missed,,
2019-12-20,Sanchez,Charlotte,Kia,Telluride,Missed,,
2019-12-20,Sanders,Charlotte,Jeep,Wrangler,Attended,,
2019-12-23,Griffin,Jane,Nissan,Leaf,Missed,,
2019-12-23,Sanchez,Lucas,Subaru,Outback,Missed,,
2019-12-23,Murray,Emma,Dodge,Journey,Missed,,
2019-12-23,Johnson,Abigail,Jeep,Gladiator,Attended,,
2019-12-23,Howard,Matthew,Mercedes-Benz,S-Class,Attended,,
2019-12-23,Woods,Gabriel,Hyundai,Tucson,Missed,,
2019-12-23,Cole,Hannah,Mercedes-Benz,GLC,Missed,,
2019-12-26,Hamilton,Olivia,Dodge,Grand Caravan,Missed,,
2019-12-26,Rivera,Grace,Kia,Sportage,Missed,,
2019-12-26,Griffin,Emily,Volkswagen,Jetta,Attended,,
2019-12-26,Bailey,Abigail,Honda,Accord,Missed,,
2019-12-26,Daniels,Natalie,Hyundai,Sonata,Missed,,
2019-12-27,Hamilton,John,Hyundai,Sonata,Attended,,
2019-12-27,Gray,Michael,Chevrolet,Silverado,Missed,,
2019-12-27,Willis,Nathan,Audi,Q5,Missed,,
2019-12-27,Henderson,Aiden,Audi,A6,Missed,,
2019-12-27,Clark,Daniel,Toyota,Tacoma,Missed,,
2019-12-30,Hayes,Caleb,Nissan,Pathfinder,Attended,,
2019-12-30,Gonzales,Grace,Mercedes-Benz,GLC,Missed,,
2019-12-30,Robinson,Matthew,Nissan,Pathfinder,Attended,,
2019-12-30,Harrison,Ella,Nissan,Murano,Attended,,
2019-12-30,Duncan,Matthew,Subaru,Impreza,Attended,,
2019-12-30,Stewart,Abigail,Subaru,Legacy,Attended,,
2019-12-30,Peterson,Aria,Ford,Explorer,Missed,,
2019-12-30,Torres,Lillian,Mercedes-Benz,GLA,Missed,,
2019-12-31,Carter,Abigail,Dodge,Challenger,Attended,,
2019-12-31,Martinez,Chloe,Chevrolet,Equinox,Missed,,
2019-12-31,Martin,Samuel,Volkswagen,Jetta,Missed,,
2019-12-31,Bennett,Avery,Mazda,CX-3,Missed,,
2019-12-31,Robertson,Emily,Mazda,Mazda3,Missed,,
2019-12-31,Cooper,David,Mazda,CX-3,Missed,,
2019-12-31,Miller,Elijah,BMW,5 Series,Missed,,
2020-01-02,Scott,Matthew,Toyota,Tacoma,Missed,,
2020-01-02,Scott,Michael,Ford,Edge,Attended,,
2020-01-02,Carroll,Dylan,Kia,Sorento,Attended,,
2020-01-02,White,Harper,Kia,Telluride,Missed,,
2020-01-02,Stevens,Gabriel,Kia,Telluride,Missed,,
2020-01-03,Kelly,Harper,Dodge,Journey,Missed,,
2020-01-03,Stewart,Grace,Audi,Q7,Missed,,
2020-01-03,Morris,Emily,Kia,Telluride,Missed,,
2020-01-06,Bailey,Christopher,Mazda,CX-9,Attended,,
2020-01-06,Hill,Andrew,Hyundai,Palisade,Attended,,
2020-01-06,Lopez,Jackson,Volkswagen,Beetle,Missed,,
2020-01-06,Stewart,Anthony,Ford,Explorer,Missed,,
2020-01-06,Grant,Hannah,Chevrolet,Tahoe,Missed,,
2020-01-06,Dixon,Ryan,Toyota,Highlander,Missed,,
2020-01-06,Howard,James,Audi,Q7,Missed,,
2020-01-07,Wilson,Avery,Nissan,Murano,Missed,,
2020-01-07,Ferguson,Elizabeth,Mazda,Mazda3,Attended,,
2020-01-07,Willis,Mia,Toyota,Sienna,Missed,,
2020-01-07,Hudson,Jackson,Audi,Q5,Missed,,
2020-01-08,Hawkins,Lucas,Kia,Telluride,Missed,,
2020-01-08,Cunningham,Logan,BMW,3 Series,Missed,,
2020-01-08,Mills,Christopher,Chevrolet,Equinox,Missed,,
2020-01-09,Hunter,Ella,Chevrolet,Silverado,Missed,,
2020-01-09,Wright,William,Subaru,BRZ,Missed,,
2020-01-09,Green,Emma,Mercedes-Benz,GLC,Missed,,
2020-01-09,Cooper,Harper,Mazda,CX-9,Attended,,
2020-01-09,Fisher,Joshua,Nissan,Maxima,Attended,,
2020-01-10,Grant,John,Nissan,Rogue,Missed,,
2020-01-10,Lopez,Grace,Mercedes-Benz,C-Class,Missed,,
2020-01-10,Collins,Chloe,Toyota,Sienna,Attended,,
2020-01-10,Andrews,Aiden,Ford,Explorer,Missed,,
2020-01-10,McDonald,Evelyn,Mazda,CX-9,Missed,,
2020-01-10,Washington,Evelyn,Dodge,Charger,Attended,,
2020-01-10,Warren,Sarah,Jeep,Gladiator,Missed,,
2020-01-10,Perez,Lucas,Volkswagen,Beetle,Attended,,
2020-01-13,Davis,Scarlett,Toyota,Sienna,Missed,,
2020-01-13,Gordon,Amelia,Subaru,Outback,Attended,,
2020-01-13,Ross,Zoe,Jeep,Compass,Missed,,
2020-01-13,Jackson,David,Honda,CR-V,Missed,,
2020-01-13,Ross,Evelyn,Honda,Odyssey,Attended,,
2020-01-13,Stephens,Grace,Honda,CR-V,Missed,,
2020-01-13,Bradley,Victoria,Toyota,Sienna,Attended,,
2020-01-13,Lane,Elizabeth,Chevrolet,Cruze,Missed,,
2020-01-13,Kennedy,Aubrey,Hyundai,Sonata,Missed,,
2020-01-13,Morris,Benjamin,Jeep,Cherokee,Attended,,
2020-01-13,Fox,Zoe,Hyundai,Elantra,Missed,,
2020-01-14,King,Andrew,Mercedes-Benz,GLA,Attended,,
2020-01-14,Hunt,Aiden,Kia,Sportage,Attended,,
2020-01-15,Reyes,Matthew,Toyota,Corolla,Attended,,
2020-01-15,Williams,Chloe,Kia,Sorento,Missed,,
2020-01-15,Roberts,William,Kia,Sorento,Missed,,
2020-01-15,Wallace,Matthew,Kia,Telluride,Missed,,
2020-01-15,Carroll,Caleb,Ford,Escape,Missed,,
2020-01-15,Olson,Caleb,Ford,F-150,Attended,,
2020-01-15,Baker,Andrew,Honda,Pilot,Missed,,
2020-01-16,Weaver,Hannah,Audi,A6,Attended,,
2020-01-17,Shaw,John,Dodge,Durango,Missed,,
2020-01-17,Reed,Emily,Toyota,RAV4,Missed,,
2020-01-20,Daniels,Scarlett,Audi,A6,Missed,,
2020-01-20,Grant,Charlotte,BMW,4 Series,Missed,,
2020-01-20,Edwards,Emily,Chevrolet,Malibu,Attended,,
2020-01-20,Green,David,Hyundai,Santa Fe,Missed,,
2020-01-20,Gray,Sofia,Hyundai,Tucson,Missed,,
2020-01-20,Stone,Natalie,Nissan,Pathfinder,Attended,,
2020-01-20,Torres,James,Volkswagen,Tiguan,Missed,,
2020-01-20,Perkins,Grace,Chevrolet,Tahoe,Missed,,
2020-01-21,Gordon,William,Dodge,Charger,Missed,,
2020-01-21,Cunningham,Samuel,Subaru,Crosstrek,Missed,,
2020-01-21,Ray,Elijah,Audi,Q5,Missed,,
2020-01-21,Adams,Victoria,Toyota,Corolla,Missed,,
2020-01-22,Edwards,Amelia,Volkswagen,Beetle,Missed,,
2020-01-22,Edwards,Natalie,Audi,Q7,Missed,,
2020-01-23,Graham,Adam,Audi,Q7,Attended,,
2020-01-23,West,Christopher,Honda,Accord,Missed,,
2020-01-23,Mitchell,Aiden,Volkswagen,Passat,Missed,,
2020-01-24,Reed,Sarah,Ford,F-150,Missed,,
2020-01-24,Peterson,Sofia,Jeep,Compass,Attended,,
2020-01-24,Webb,Elijah,Ford,Fusion,Missed,,
2020-01-24,Simpson,Adam,Mercedes-Benz,GLE,Missed,,
2020-01-24,Rogers,James,Kia,Forte,Missed,,
2020-01-27,Carpenter,Michael,Ford,Edge,Attended,,
2020-01-27,Cox,Joshua,Ford,Escape,Attended,,
2020-01-27,Hughes,Natalie,Dodge,Grand Caravan,Missed,,
2020-01-27,Hall,Samuel,Subaru,Crosstrek,Attended,,
2020-01-27,Crawford,Emily,Kia,Telluride,Missed,,
2020-01-27,Stevens,Emily,Mercedes-Benz,S-Class,Attended,,
2020-01-27,Mitchell,Lillian,Subaru,Forester,Attended,,
2020-01-27,Henderson,Joshua,Subaru,Legacy,Attended,,
2020-01-28,Perkins,Harper,Hyundai,Palisade,Attended,,
2020-01-28,Cole,Ryan,Dodge,Charger,Missed,,
2020-01-28,Ramirez,Jonathan,BMW,7 Series,Missed,,
2020-01-28,Stephens,Evelyn,Honda,Fit,Attended,,
2020-01-28,Tucker,Sophia,Chevrolet,Impala,Attended,,
2020-01-28,Knight,Logan,Hyundai,Elantra,Missed,,
2020-01-29,Graham,Emily,BMW,X3,Attended,,
2020-01-29,Wells,Nathan,Nissan,Altima,Attended,,
2020-01-29,Hawkins,Grace,Ford,Explorer,Missed,,
2020-01-29,Cole,Aiden,Kia,Sportage,Missed,,
2020-01-29,Snyder,Emily,Mercedes-Benz,GLA,Missed,,
2020-01-30,Marshall,Michael,Honda,Pilot,Missed,,
2020-01-30,Nelson,Scarlett,Ford,Fusion,Missed,,
2020-01-30,Wood,Abigail,Audi,Q5,Missed,,
2020-01-30,Hunter,Joshua,Toyota,Camry,Missed,,
2020-01-30,Bailey,Joshua,Nissan,Maxima,Missed,,
2020-01-30,White,Victoria,Chevrolet,Silverado,Attended,,
2020-01-30,Phillips,Evelyn,Jeep,Compass,Attended,,
2020-01-31,Hill,Logan,Ford,Edge,Missed,,
2020-01-31,Campbell,Andrew,Dodge,Avenger,Attended,,
2020-01-31,Reyes,Joshua,BMW,X3,Missed,,
2020-01-31,Ross,Christopher,Mercedes-Benz,C-Class,Missed,,
2020-02-03,Washington,Matthew,Nissan,Leaf,Attended,,
2020-02-03,Howard,James,Mazda,CX-5,Missed,,
2020-02-03,Riley,Chloe,Mazda,MX-5 Miata,Attended,,
2020-02-04,Perry,Jackson,Honda,Pilot,Attended,,
2020-02-04,Cruz,Adam,Toyota,Sienna,Attended,,
2020-02-04,Payne,John,Dodge,Journey,Attended,,
2020-02-04,Price,Victoria,Volkswagen,Atlas,Missed,,
2020-02-04,Baker,Samuel,Nissan,Pathfinder,Attended,,
2020-02-05,Torres,Aria,Jeep,Compass,Attended,,
2020-02-05,Berry,Jonathan,Chevrolet,Cruze,Missed,,
2020-02-05,Sullivan,Elijah,Honda,Civic,Missed,,
2020-02-05,Miller,Joseph,Toyota,Corolla,Missed,,
2020-02-05,Warren,Nathan,BMW,7 Series,Attended,,
2020-02-05,Fisher,Grace,Chevrolet,Equinox,Missed,,
2020-02-05,Reyes,Chloe,Chevrolet,Malibu,Missed,,
2020-02-05,Tucker,Amelia,Hyundai,Kona,Missed,,
2020-02-05,Williams,John,Ford,Escape,Missed,,
2020-02-05,Knight,Hannah,Nissan,Altima,Attended,,
2020-02-06,Sullivan,Grace,Nissan,Pathfinder,Attended,,
2020-02-06,Miller,Olivia,Dodge,Grand Caravan,Attended,,
2020-02-06,Richardson,Hannah,Mercedes-Benz,S-Class,Missed,,
2020-02-06,Graham,Samuel,Volkswagen,Jetta,Attended,,
2020-02-06,Harrison,Sofia,Jeep,Cherokee,Attended,,
2020-02-06,Wallace,Aiden,Mazda,CX-9,Missed,,
2020-02-06,Cook,Aria,Kia,Optima,Attended,,
2020-02-07,Gonzalez,Chloe,Nissan,Murano,Attended,,
2020-02-07,White,Ryan,Subaru,Outback,Missed,,
2020-02-07,Smith,Christopher,Dodge,Durango,Missed,,
2020-02-10,Sullivan,Caleb,Jeep,Cherokee,Missed,,
2020-02-10,Gordon,Michael,Chevrolet,Malibu,Missed,,
2020-02-10,Rose,Aria,Hyundai,Sonata,Missed,,
2020-02-10,Ray,Caleb,Audi,Q5,Attended,,
2020-02-10,Gomez,Elijah,Chevrolet,Equinox,Attended,,
2020-02-10,Baker,William,Audi,A6,Attended,,
2020-02-10,Jackson,Emily,Ford,Fusion,Attended,,
2020-02-11,Knight,Caleb,BMW,7 Series,Attended,,
2020-02-11,Reed,Grace,Subaru,Legacy,Missed,,
2020-02-11,Morgan,Chloe,Ford,Mustang,Missed,,
2020-02-11,Miller,Avery,Dodge,Journey,Attended,,
2020-02-11,Fox,Gabriel,Hyundai,Kona,Missed,,
2020-02-12,Fox,Abigail,Jeep,Grand Cherokee,Missed,,
2020-02-12,Anderson,Emily,Jeep,Compass,Attended,,
2020-02-12,Daniels,Victoria,Audi,Q7,Missed,,
2020-02-13,Flores,Nicholas,Toyota,Corolla,Missed,,
2020-02-13,Peterson,Sofia,Mercedes-Benz,C-Class,Attended,,
2020-02-13,Diaz,Aria,Mazda,MX-5 Miata,Attended,,
2020-02-13,White,Matthew,Honda,Civic,Attended,,
2020-02-13,West,Hannah,Honda,CR-V,Missed,,
2020-02-13,Webb,Lucas,Hyundai,Tucson,Missed,,
2020-02-14,Rodriguez,Abigail,Hyundai,Sonata,Missed,,
2020-02-14,Cruz,Jackson,Mazda,MX-5 Miata,Missed,,
2020-02-14,Thomas,Benjamin,Kia,Telluride,Missed,,
2020-02-14,Marshall,Joshua,BMW,7 Series,Missed,,
2020-02-14,Boyd,Grace,Ford,F-150,Missed,,
2020-02-17,Washington,Dylan,Hyundai,Elantra,Missed,,
2020-02-17,Jordan,Elijah,Hyundai,Palisade,Missed,,
2020-02-17,Stewart,Benjamin,Volkswagen,Jetta,Attended,,
2020-02-17,Hawkins,Jane,Hyundai,Palisade,Missed,,
2020-02-17,King,Hannah,Ford,F-150,Missed,,
2020-02-17,Evans,Lucas,Nissan,Maxima,Missed,,
2020-02-17,Lane,Emily,Ford,Edge,Attended,,
2020-02-18,Jackson,Elizabeth,Volkswagen,Beetle,Missed,,
2020-02-18,Walker,Jackson,Mazda,CX-9,Attended,,
2020-02-18,Ruiz,Benjamin,Mercedes-Benz,E-Class,Missed,,
2020-02-19,Lane,David,Chevrolet,Tahoe,Attended,,
2020-02-19,Butler,Avery,Volkswagen,Golf,Attended,,
2020-02-19,Evans,Scarlett,Nissan,Murano,Attended,,
2020-02-19,Boyd,James,Nissan,Pathfinder,Missed,,
2020-02-20,Cole,Benjamin,Jeep,Gladiator,Attended,,
2020-02-20,Rivera,Benjamin,Dodge,Journey,Missed,,
2020-02-20,Reyes,Michael,Nissan,Murano,Missed,,
2020-02-20,Ramos,Abigail,Toyota,Highlander,Missed,,
2020-02-20,Andrews,Adam,Audi,A3,Attended,,
2020-02-21,Kelly,Gabriel,Hyundai,Sonata,Missed,,
2020-02-21,Watkins,Matthew,Toyota,Highlander,Missed,,
2020-02-24,Russell,Jackson,Honda,Pilot,Attended,,
2020-02-24,Ferguson,Hannah,Honda,Pilot,Missed,,
2020-02-25,Martin,Hannah,Ford,Mustang,Missed,,
2020-02-25,Stephens,Scarlett,Mercedes-Benz,GLE,Attended,,
2020-02-25,Bailey,Evelyn,Nissan,Murano,Attended,,
2020-02-26,Kelly,Ella,Mazda,CX-3,Attended,,
2020-02-26,Young,Elijah,Jeep,Grand Cherokee,Missed,,
2020-02-26,Green,Joseph,Jeep,Wrangler,Missed,,
2020-02-26,Rose,Olivia,BMW,X5,Missed,,
2020-02-27,Greene,Sofia,Subaru,Crosstrek,Missed,,
2020-02-27,Gonzalez,Daniel,Mercedes-Benz,GLC,Attended,,
2020-02-27,Ramirez,Lucas,Ford,Edge,Missed,,
2020-02-27,Ramirez,Ella,Hyundai,Tucson,Attended,,
2020-02-27,Anderson,Chloe,Mercedes-Benz,GLA,Attended,,
2020-02-28,Torres,Benjamin,Jeep,Cherokee,Missed,,
2020-02-28,Lee,Michael,Audi,A3,Missed,,
2020-02-28,Burns,Emma,Honda,CR-V,Attended,,
2020-02-28,Wood,Matthew,Volkswagen,Tiguan,Attended,,
2020-02-28,Scott,Harper,Mazda,Mazda6,Attended,,
2020-02-28,Sullivan,Gabriel,Hyundai,Palisade,Missed,,
2020-02-28,Bradley,Logan,Jeep,Grand Cherokee,Attended,,
2020-02-28,Duncan,Lillian,Honda,Pilot,Missed,,
2020-02-28,Reed,Lucas,Toyota,Sienna,Missed,,
2020-03-02,Owens,Ryan,Kia,Forte,Attended,,
2020-03-02,Hunt,Joseph,Nissan,Maxima,Missed,,
2020-03-02,Ortiz,Ryan,Hyundai,Kona,Attended,,
2020-03-03,Green,Elijah,Nissan,Murano,Attended,,
2020-03-03,Harper,Aubrey,Subaru,BRZ,Attended,,
2020-03-04,Russell,Sarah,Honda,Fit,Attended,,
2020-03-04,Watkins,Aria,Volkswagen,Atlas,Attended,,
2020-03-04,Morris,Dylan,Toyota,Tacoma,Attended,,
2020-03-05,Brown,Evelyn,Audi,Q7,Attended,,
2020-03-05,Gray,Andrew,Subaru,Outback,Attended,,
2020-03-05,Hawkins,Nicholas,Dodge,Grand Caravan,Missed,,
2020-03-05,Hill,Evelyn,Ford,Explorer,Attended,,
2020-03-06,Gonzalez,Zoe,Honda,CR-V,Missed,,
2020-03-06,Lee,Olivia,Jeep,Grand Cherokee,Attended,,
2020-03-06,Cruz,Jane,Mazda,CX-5,Missed,,
2020-03-06,Palmer,Emma,Chevrolet,Malibu,Attended,,
2020-03-06,Rivera,Sarah,BMW,5 Series,Attended,,
2020-03-09,Brooks,Natalie,BMW,4 Series,Attended,,
2020-03-09,Murphy,Sofia,BMW,X5,Attended,,
2020-03-09,Hall,Elijah,Mercedes-Benz,S-Class,Attended,,
2020-03-09,Murray,Jackson,Dodge,Challenger,Attended,,
